week,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,oosInd,holInd,promoInd1,promoInd2,promoInd3,promoInd4,promoInd5,sales,woy,month,year,corrected_Temperature,corrected_Fuel_Price,corrected_CPI,corrected_Unemployment,temperature_class,fuel_price_class,cpi_class,unemployment_class,meanSlsPerTmpClass,meanSlsPerFPClass,meanSlsPerCPIClass,meanSlsPerUnemplClass,meanSlsPerWoY,meanSlsPerMonth,medianSlsPerTmpClass,medianSlsPerFPClass,medianSlsPerCPIClass,medianSlsPerUnemplClass,medianSlsPerWoY,medianSlsPerMonth,stdSlsPerTmpClass,stdSlsPerFPClass,stdSlsPerCPIClass,stdSlsPerUnemplClass,stdSlsPerWoY,stdSlsPerMonth,varSlsPerTmpClass,varSlsPerFPClass,varSlsPerCPIClass,varSlsPerUnemplClass,varSlsPerWoY,varSlsPerMonth,madSlsPerTmpClass,madSlsPerFPClass,madSlsPerCPIClass,madSlsPerUnemplClass,madSlsPerWoY,madSlsPerMonth,maxSlsPerTmpClass,maxSlsPerFPClass,maxSlsPerCPIClass,maxSlsPerUnemplClass,maxSlsPerWoY,maxSlsPerMonth,minSlsPerTmpClass,minSlsPerFPClass,minSlsPerCPIClass,minSlsPerUnemplClass,minSlsPerWoY,minSlsPerMonth,sma,cma,ema,momentum,norm,kurtosis,skew
2010-01-04,70.28,2.603,211.3298742,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,755.67,1,1,2010,70.28,2.603,211.3298742,8.163,3,1,1,3,780.0120894301356,789.6355730492594,806.2728151083555,809.2210461203011,829.1,786.5248467435486,685.32,755.67,757.9268900797899,757.9268900797899,755.67,755.67,358.59177936788495,255.5025085544796,277.23819351507933,265.1495492319342,319.2722025169119,156.38801660492567,128588.0642302259,65281.53187763192,76861.01594350458,70304.2834578979,101934.7393,24457.21173762251,233.65841019663077,177.93249748252074,201.43274663295927,187.08589461934332,233.06000000000003,106.60692391935514,2344.2,1810.67,1810.67,1810.67,1178.69,1178.69,425.48,381.6,381.6,381.6,552.94,552.94,755.67,755.67,755.67,1.0,0.32235730739697976,2.2986539260750156,0.9802175916318843
2011-01-03,71.965,3.524,214.6627793,7.891500000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1178.69,1,1,2011,71.965,3.524,214.6627793,7.891500000000001,3,2,1,2,780.0120894301356,782.439436766055,806.2728151083555,864.6245841844272,829.1,786.5248467435486,685.32,683.1700000000001,757.9268900797899,831.560978843109,755.67,755.67,358.59177936788495,339.4706349579018,277.23819351507933,341.7165784232064,319.2722025169119,156.38801660492567,128588.0642302259,115240.311998721,76861.01594350458,116770.21996926334,101934.7393,24457.21173762251,233.65841019663077,245.41558082344818,201.43274663295927,266.35503461779314,233.06000000000003,106.60692391935514,2344.2,2344.2,1810.67,1882.22,1178.69,1178.69,425.48,348.64,381.6,413.59,552.94,552.94,967.1800000000001,967.1800000000001,797.972,1.559794619344423,0.5028111935841653,2.2986539260750156,0.9802175916318843
2012-01-02,79.24,3.5010000000000003,221.3852748,6.891,553.39,0.0,0.0,0.0,7048.24,0,0,1,0,0,0,1,552.94,1,1,2012,79.24,3.5010000000000003,221.3852748,6.891,3,2,3,1,780.0120894301356,782.439436766055,733.8890721030908,700.0266962893187,829.1,786.5248467435486,685.32,683.1700000000001,621.275,642.1949999999999,755.67,755.67,358.59177936788495,339.4706349579018,390.77373713820487,329.3655864873414,319.2722025169119,156.38801660492567,128588.0642302259,115240.311998721,152704.11363695885,108481.68956215034,101934.7393,24457.21173762251,233.65841019663077,245.41558082344818,246.46437115876367,192.28708710919744,233.06000000000003,106.60692391935514,2344.2,2344.2,2344.2,2344.2,1178.69,1178.69,425.48,348.64,355.54,348.64,552.94,552.94,829.1,829.1,773.4688,0.46911401640804623,0.2358757785171914,2.2986539260750156,0.9802175916318843
2010-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,755.67,2,1,2010,70.28,2.603,211.3298742,8.163,3,1,1,3,780.0120894301356,789.6355730492594,806.2728151083555,809.2210461203011,737.9666666666666,786.5248467435486,685.32,755.67,757.9268900797899,757.9268900797899,739.3,755.67,358.59177936788495,255.5025085544796,277.23819351507933,265.1495492319342,18.40625527730542,156.38801660492567,128588.0642302259,65281.53187763192,76861.01594350458,70304.2834578979,338.79023333333356,24457.21173762251,233.65841019663077,177.93249748252074,201.43274663295927,187.08589461934332,12.691111111111127,106.60692391935514,2344.2,1810.67,1810.67,1810.67,755.67,1178.69,425.48,381.6,381.6,381.6,718.93,552.94,810.7425000000001,810.7425000000001,771.68892,1.3666401417875356,0.32235730739697976,2.2986539260750156,1.1819374830296727
2011-01-10,34.14,2.983,211.1176713,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,718.93,2,1,2011,34.14,2.983,211.1176713,8.027999999999999,1,1,1,3,842.5982310428716,789.6355730492594,806.2728151083555,809.2210461203011,737.9666666666666,786.5248467435486,758.365,755.67,757.9268900797899,757.9268900797899,739.3,755.67,308.1463801374826,255.5025085544796,277.23819351507933,265.1495492319342,18.40625527730542,156.38801660492567,94954.19159183392,65281.53187763192,76861.01594350458,70304.2834578979,338.79023333333356,24457.21173762251,209.6851395780814,177.93249748252074,201.43274663295927,187.08589461934332,12.691111111111127,106.60692391935514,1810.67,1810.67,1810.67,1810.67,755.67,1178.69,348.64,381.6,381.6,381.6,718.93,552.94,801.5575,792.38,766.413028,0.9513808937763839,0.3066845832266871,3.10770287455542,1.45557814322094
2012-01-09,45.0,3.261,219.53281980000003,7.057,157.23,452.88,51.64,0.0,916.52,0,0,1,1,1,0,1,739.3,2,1,2012,45.0,3.261,219.53281980000003,7.057,1,2,2,1,842.5982310428716,782.439436766055,785.836780411748,700.0266962893187,737.9666666666666,786.5248467435486,758.365,683.1700000000001,698.0329331079672,642.1949999999999,739.3,755.67,308.1463801374826,339.4706349579018,296.85476259196986,329.3655864873414,18.40625527730542,156.38801660492567,94954.19159183392,115240.311998721,88122.7500735348,108481.68956215034,338.79023333333356,24457.21173762251,209.6851395780814,245.41558082344818,215.03981102546672,192.28708710919744,12.691111111111127,106.60692391935514,1810.67,2344.2,1882.22,2344.2,755.67,1178.69,348.64,348.64,348.64,348.64,718.93,552.94,691.71,783.5333333333333,763.7017252,1.0283337738027347,0.31537411483661804,3.870055201100927,1.6272090065297935
2010-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,755.67,3,1,2010,70.28,2.603,211.3298742,8.163,3,1,1,3,780.0120894301356,789.6355730492594,806.2728151083555,809.2210461203011,878.5333333333333,786.5248467435486,685.32,755.67,757.9268900797899,757.9268900797899,898.93,755.67,358.59177936788495,255.5025085544796,277.23819351507933,265.1495492319342,114.04130932838912,156.38801660492567,128588.0642302259,65281.53187763192,76861.01594350458,70304.2834578979,13005.42023333333,24457.21173762251,233.65841019663077,177.93249748252074,201.43274663295927,187.08589461934332,81.9088888888889,106.60692391935514,2344.2,1810.67,1810.67,1810.67,981.0,1178.69,425.48,381.6,381.6,381.6,755.67,552.94,742.3924999999999,779.5528571428571,762.8985526800001,1.0221425672933857,0.32235730739697976,4.540242790859303,1.7431174854174831
2011-01-17,42.72,3.016,211.4864691,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,981.0,3,1,2011,42.72,3.016,211.4864691,8.027999999999999,1,2,1,3,842.5982310428716,782.439436766055,806.2728151083555,809.2210461203011,878.5333333333333,786.5248467435486,758.365,683.1700000000001,757.9268900797899,757.9268900797899,898.93,755.67,308.1463801374826,339.4706349579018,277.23819351507933,265.1495492319342,114.04130932838912,156.38801660492567,94954.19159183392,115240.311998721,76861.01594350458,70304.2834578979,13005.42023333333,24457.21173762251,209.6851395780814,245.41558082344818,201.43274663295927,187.08589461934332,81.9088888888889,106.60692391935514,1810.67,2344.2,1810.67,1810.67,981.0,1178.69,348.64,348.64,381.6,381.6,755.67,552.94,798.7249999999999,804.73375,784.7086974120001,1.2981857159871373,0.4184796519068339,1.5555928323259138,1.122666295746616
2012-01-16,52.21,3.268,219.6258417,7.057,1084.35,3.47,36.96,0.0,344.93,0,0,1,1,1,0,1,898.93,3,1,2012,52.21,3.268,219.6258417,7.057,1,2,2,1,842.5982310428716,782.439436766055,785.836780411748,700.0266962893187,878.5333333333333,786.5248467435486,758.365,683.1700000000001,698.0329331079672,642.1949999999999,898.93,755.67,308.1463801374826,339.4706349579018,296.85476259196986,329.3655864873414,114.04130932838912,156.38801660492567,94954.19159183392,115240.311998721,88122.7500735348,108481.68956215034,13005.42023333333,24457.21173762251,209.6851395780814,245.41558082344818,215.03981102546672,192.28708710919744,81.9088888888889,106.60692391935514,1810.67,2344.2,1882.22,2344.2,981.0,1178.69,348.64,348.64,348.64,348.64,755.67,552.94,843.7249999999999,815.2,796.1308276708002,0.9163404689092762,0.38346984045729887,1.2512330781919623,0.9043004128837339
2010-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,755.67,4,1,2010,70.28,2.603,211.3298742,8.163,3,1,1,3,780.0120894301356,789.6355730492594,806.2728151083555,809.2210461203011,754.8633333333333,786.5248467435486,685.32,755.67,757.9268900797899,757.9268900797899,755.67,755.67,358.59177936788495,255.5025085544796,277.23819351507933,265.1495492319342,3.0121310285798413,156.38801660492567,128588.0642302259,65281.53187763192,76861.01594350458,70304.2834578979,9.072933333333452,24457.21173762251,233.65841019663077,177.93249748252074,201.43274663295927,187.08589461934332,2.2222222222222094,106.60692391935514,2344.2,1810.67,1810.67,1810.67,757.39,1178.69,425.48,381.6,381.6,381.6,751.53,552.94,847.8174999999999,809.2470000000001,792.0847449037202,0.8406327522721457,0.32235730739697976,1.7373652661092391,1.0401949091211933
