week,sales,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,oosInd,holInd,promoInd1,promoInd2,promoInd3,promoInd4,promoInd5,corrected_sales
2010-01-04,800.17,70.28,2.603,211.3298742,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,800.17
2010-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,800.17
2010-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,800.17
2010-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,800.17
2010-02-01,2108.3199999999997,73.20500000000001,2.694,210.68013,8.1495,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,800.17
2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,800.17
2010-02-15,953.83,39.75,2.514,210.9451605,8.324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,953.83
2010-02-22,1138.6,45.31,2.5610000000000004,210.97595730000003,8.324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1138.6
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,954.0486743815243
2010-03-08,1883.1399999999999,66.5,2.6425,211.22711805,8.131,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,954.048660199161
2010-03-15,974.53,54.68,2.72,210.8733316,8.324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,974.53
2010-03-22,919.99,51.66,2.732,210.6766095,8.324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,919.99
2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,946.7873569695723
2010-04-05,1219.02,82.68,2.705,210.833616,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1219.02
2010-04-12,996.69,67.87,2.8080000000000003,210.1495463,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,996.69
2010-04-19,1179.56,64.21,2.795,210.1000648,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1179.56
2010-04-26,2038.74,52.99,2.676,210.4015943,8.262,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1079.8677008927366
2010-05-03,1073.15,48.61,2.625,211.0067542,8.324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1073.15
2010-05-10,1871.04,65.895,2.7715,210.8059819,8.1815,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1077.5165055779187
2010-05-17,1261.87,74.24,2.826,210.2768443,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1261.87
2010-05-24,1335.95,80.94,2.759,210.5552301,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1335.95
2010-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1209.9086542871032
2010-06-07,1046.14,90.3,2.627,211.1608049,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1046.14
2010-06-14,1015.19,86.18,2.637,211.1096543,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1015.19
2010-06-21,1167.28,87.01,2.653,210.9950134,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1167.28
2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1126.4728414607814
2010-07-05,1182.04,70.87,2.835,210.0011018,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1182.04
2010-07-12,1020.23,85.61,2.623,210.7577954,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1020.23
2010-07-19,1031.71,87.17,2.608,210.8921319,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1031.71
2010-07-26,1083.73,83.59,2.64,211.0264684,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1083.73
2010-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1079.5846861608072
2010-08-09,1903.24,77.70500000000001,2.6625,211.34981595,8.131,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1079.5846861608072
2010-08-16,1025.02,89.58,2.664,211.2596586,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1025.02
2010-08-23,1308.88,86.2,2.619,211.2241759,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1308.88
2010-08-30,1416.3,65.74,2.77,210.2831653,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1416.3
2010-09-06,1229.12,81.67,2.642,210.7657317,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1229.12
2010-09-13,1150.59,83.03,2.582,211.1806415,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1150.59
2010-09-20,825.83,80.79,2.624,211.2552578,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,825.83
2010-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1073.5112895412913
2010-10-04,1146.79,79.3,2.565,211.15321040000003,8.099,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1146.79
2010-10-11,2030.5,57.480000000000004,2.7815000000000003,211.29806395000003,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1099.1588382018135
2010-10-18,1060.46,70.72,2.725,211.5187208,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060.46
2010-10-25,876.56,67.51,2.716,211.5661131,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,876.56
2010-11-01,1130.13,83.51,2.668,211.1120018,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1130.13
2010-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1053.6349184411706
2010-11-15,1537.98,51.71,2.7710000000000004,211.5470304,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1537.98
2010-11-22,3762.39,62.96,2.735,211.4062867,8.163,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,3762.39
2010-11-29,2338.17,47.435,2.6075,210.96777225,8.324,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2338.17
2010-12-06,935.51,60.95,2.728,211.6608975,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,935.51
2010-12-13,1388.99,48.63,2.869,211.0645458,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1388.99
2010-12-20,2907.26,51.29,2.886,211.0646599,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1624.709074197754
2010-12-27,891.88,47.19,2.943,211.06477400000003,8.163,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,891.88
2011-01-03,1646.8,71.965,3.524,214.6627793,7.891500000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1646.8
2011-01-10,1008.93,34.14,2.983,211.1176713,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1008.93
2011-01-17,717.19,42.72,3.016,211.4864691,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,717.19
2011-01-24,642.64,44.04,3.01,211.8552668,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,642.64
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,939.8042309519082
2011-02-07,1350.79,70.33,3.3525,216.90494754999997,7.6465,11.735,0.0,2.35,0.0,628.595,0,0,1,0,1,0,1,1350.79
2011-02-14,795.4,59.87,3.045,212.90331150000003,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,795.4
2011-02-21,737.88,61.27,3.065,213.190421,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,737.88
