week,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,oosInd,holInd,promoInd1,promoInd2,promoInd3,promoInd4,promoInd5,sales,woy,month,year,corrected_Temperature,corrected_Fuel_Price,corrected_CPI,corrected_Unemployment,temperature_class,fuel_price_class,cpi_class,unemployment_class,meanSlsPerTmpClass,meanSlsPerFPClass,meanSlsPerCPIClass,meanSlsPerUnemplClass,meanSlsPerWoY,meanSlsPerMonth,medianSlsPerTmpClass,medianSlsPerFPClass,medianSlsPerCPIClass,medianSlsPerUnemplClass,medianSlsPerWoY,medianSlsPerMonth,stdSlsPerTmpClass,stdSlsPerFPClass,stdSlsPerCPIClass,stdSlsPerUnemplClass,stdSlsPerWoY,stdSlsPerMonth,varSlsPerTmpClass,varSlsPerFPClass,varSlsPerCPIClass,varSlsPerUnemplClass,varSlsPerWoY,varSlsPerMonth,madSlsPerTmpClass,madSlsPerFPClass,madSlsPerCPIClass,madSlsPerUnemplClass,madSlsPerWoY,madSlsPerMonth,maxSlsPerTmpClass,maxSlsPerFPClass,maxSlsPerCPIClass,maxSlsPerUnemplClass,maxSlsPerWoY,maxSlsPerMonth,minSlsPerTmpClass,minSlsPerFPClass,minSlsPerCPIClass,minSlsPerUnemplClass,minSlsPerWoY,minSlsPerMonth,sma,cma,ema,momentum,norm,kurtosis,skew
2010-01-04,70.28,2.603,211.3298742,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1269.97,1,1,2010,70.28,2.603,211.3298742,8.163,1,0,0,2,1824.0281878043209,2066.846761888192,2006.478551617532,2072.333859347819,2678.14,1483.8951294844694,1663.8999999999999,2097.23,1970.4046108160032,2097.23,2678.14,1269.97,780.7021720653541,779.7714763890064,798.6879365983815,773.4371311819714,1991.453112126921,989.7018910061516,609495.8814675618,608043.5553898907,637902.4200677802,598204.995890998,3965885.497799999,979509.8330611524,642.0755716754936,640.6179166468129,668.7557174459359,635.0272890464382,1408.17,578.3144156701178,4086.31,4178.0,4178.0,4178.0,4086.31,4086.31,504.49,938.32,912.67,938.32,1269.97,912.67,1269.97,1269.97,1269.97,1.0,0.30396601244614646,3.774326370965536,1.7320508075688776
2011-01-03,71.965,3.524,214.6627793,7.891500000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4086.31,1,1,2011,71.965,3.524,214.6627793,7.891500000000001,1,2,1,1,1824.0281878043209,2030.551191495705,2034.9169854115603,1911.9629611445082,2678.14,1483.8951294844694,1663.8999999999999,1907.37,2002.3062465885891,1758.0,2678.14,1269.97,780.7021720653541,696.8572507108942,687.5751269353506,741.7136765390984,1991.453112126921,989.7018910061516,609495.8814675618,485610.02786834596,472759.5551801635,550139.1779651464,3965885.497799999,979509.8330611524,642.0755716754936,527.0479262024454,521.7723402644364,586.702838206909,1408.17,578.3144156701178,4086.31,4086.31,4086.31,4086.31,4086.31,4086.31,504.49,790.54,790.54,790.54,1269.97,912.67,2678.14,2678.14,1551.604,3.2176429364473176,0.9780540928674006,3.774326370965536,1.7320508075688776
2010-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1269.97,2,1,2010,70.28,2.603,211.3298742,8.163,1,0,0,2,1824.0281878043209,2066.846761888192,2006.478551617532,2072.333859347819,1095.805,1483.8951294844694,1663.8999999999999,2097.23,1970.4046108160032,2097.23,1095.805,1269.97,780.7021720653541,779.7714763890064,798.6879365983815,773.4371311819714,246.30650509071017,989.7018910061516,609495.8814675618,608043.5553898907,637902.4200677802,598204.995890998,60666.894450000036,979509.8330611524,642.0755716754936,640.6179166468129,668.7557174459359,635.0272890464382,174.16500000000002,578.3144156701178,4086.31,4178.0,4178.0,4178.0,1269.97,4086.31,504.49,938.32,912.67,938.32,921.64,912.67,2208.75,2208.75,1523.4406000000001,0.3107865042055057,0.30396601244614646,3.774326370965536,1.7320508075688776
2011-01-10,34.14,2.983,211.1176713,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,921.64,2,1,2011,34.14,2.983,211.1176713,8.027999999999999,0,1,0,1,1526.4768082680112,1343.5910575029673,2006.478551617532,1911.9629611445082,1095.805,1483.8951294844694,1250.415,1079.6,1970.4046108160032,1758.0,1095.805,1269.97,853.9968262561789,736.0361836725456,798.6879365983815,741.7136765390984,246.30650509071017,989.7018910061516,729310.5792556263,541749.2636752452,637902.4200677802,550139.1779651464,60666.894450000036,979509.8330611524,657.2829150391934,556.3315776615862,668.7557174459359,586.702838206909,174.16500000000002,578.3144156701178,3304.23,3211.9700000000003,4178.0,4086.31,1269.97,4086.31,765.93,504.49,912.67,790.54,921.64,912.67,1886.9725,1886.9725,1463.2605400000002,0.7257179303448112,0.22059358544758256,3.774326370965536,1.9240764800866048
2010-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1269.97,3,1,2010,70.28,2.603,211.3298742,8.163,1,0,0,2,1824.0281878043209,2066.846761888192,2006.478551617532,2072.333859347819,1144.565,1483.8951294844694,1663.8999999999999,2097.23,1970.4046108160032,2097.23,1144.565,1269.97,780.7021720653541,779.7714763890064,798.6879365983815,773.4371311819714,177.34945178939807,989.7018910061516,609495.8814675618,608043.5553898907,637902.4200677802,598204.995890998,31452.82805000003,979509.8330611524,642.0755716754936,640.6179166468129,668.7557174459359,635.0272890464382,125.40500000000003,578.3144156701178,4086.31,4178.0,4178.0,4178.0,1269.97,4086.31,504.49,938.32,912.67,938.32,1019.16,912.67,1886.9724999999999,1763.5720000000001,1443.9314860000004,1.3779458356842151,0.30396601244614646,4.752787686317921,2.1590312263821216
2011-01-17,42.72,3.016,211.4864691,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1019.16,3,1,2011,42.72,3.016,211.4864691,8.027999999999999,0,1,0,1,1526.4768082680112,1343.5910575029673,2006.478551617532,1911.9629611445082,1144.565,1483.8951294844694,1250.415,1079.6,1970.4046108160032,1758.0,1144.565,1269.97,853.9968262561789,736.0361836725456,798.6879365983815,741.7136765390984,177.34945178939807,989.7018910061516,729310.5792556263,541749.2636752452,637902.4200677802,550139.1779651464,31452.82805000003,979509.8330611524,657.2829150391934,556.3315776615862,668.7557174459359,586.702838206909,125.40500000000003,578.3144156701178,3304.23,3211.9700000000003,4178.0,4086.31,1269.97,4086.31,765.93,504.49,912.67,790.54,1019.16,912.67,1120.1850000000002,1639.5033333333333,1401.4543374000004,0.8025071458380906,0.24393489707994254,5.685454054810053,2.3634602943936867
2010-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1269.97,4,1,2010,70.28,2.603,211.3298742,8.163,1,0,0,2,1824.0281878043209,2066.846761888192,2006.478551617532,2072.333859347819,1091.32,1483.8951294844694,1663.8999999999999,2097.23,1970.4046108160032,2097.23,1091.32,1269.97,780.7021720653541,779.7714763890064,798.6879365983815,773.4371311819714,252.64925291795345,989.7018910061516,609495.8814675618,608043.5553898907,637902.4200677802,598204.995890998,63831.645000000004,979509.8330611524,642.0755716754936,640.6179166468129,668.7557174459359,635.0272890464382,178.65000000000003,578.3144156701178,4086.31,4178.0,4178.0,4178.0,1269.97,4086.31,504.49,938.32,912.67,938.32,912.67,912.67,1120.185,1586.712857142857,1388.3059036600005,1.2460948231877234,0.30396601244614646,6.6358994052851,2.550504437291963
2011-01-24,44.04,3.01,211.8552668,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,912.67,4,1,2011,44.04,3.01,211.8552668,8.027999999999999,0,1,0,1,1526.4768082680112,1343.5910575029673,2006.478551617532,1911.9629611445082,1091.32,1483.8951294844694,1250.415,1079.6,1970.4046108160032,1758.0,1091.32,1269.97,853.9968262561789,736.0361836725456,798.6879365983815,741.7136765390984,252.64925291795345,989.7018910061516,729310.5792556263,541749.2636752452,637902.4200677802,550139.1779651464,63831.645000000004,979509.8330611524,657.2829150391934,556.3315776615862,668.7557174459359,586.702838206909,178.65000000000003,578.3144156701178,3304.23,3211.9700000000003,4178.0,4086.31,1269.97,4086.31,765.93,504.49,912.67,790.54,912.67,912.67,1117.9425,1502.4575,1340.7423132940005,0.7186547713725521,0.21844662517951172,7.45549677438785,2.696283893478759
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1335.3961653602246,5,1,2011,46.34350009009833,3.028568956898858,211.80688636448647,8.040799048400576,0,1,0,2,1526.4768082680112,1343.5910575029673,2006.478551617532,2072.333859347819,1302.6830826801124,1483.8951294844694,1250.415,1079.6,1970.4046108160032,2097.23,1302.6830826801124,1269.97,853.9968262561789,736.0361836725456,798.6879365983815,773.4371311819714,46.26328519324711,989.7018910061516,729310.5792556263,541749.2636752452,637902.4200677802,598204.995890998,2140.2915568717167,979509.8330611524,657.2829150391934,556.3315776615862,668.7557174459359,635.0272890464382,32.71308268011228,578.3144156701178,3304.23,3211.9700000000003,4178.0,4178.0,1335.3961653602246,4086.31,765.93,504.49,912.67,938.32,1269.97,912.67,1134.2990413400562,1483.8951294844694,1340.207698500623,1.463175260894107,0.3196256977884693,8.307053405834754,2.8378943011097926
2010-02-01,73.20500000000001,2.694,210.68013,8.1495,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1269.97,5,2,2010,73.20500000000001,2.694,210.68013,8.1495,1,0,0,2,1824.0281878043209,2066.846761888192,2006.478551617532,2072.333859347819,1302.6830826801124,1659.5462499999999,1663.8999999999999,2097.23,1970.4046108160032,2097.23,1302.6830826801124,1336.53,780.7021720653541,779.7714763890064,798.6879365983815,773.4371311819714,46.26328519324711,703.0709812151157,609495.8814675618,608043.5553898907,637902.4200677802,598204.995890998,2140.2915568717167,494308.8046267855,642.0755716754936,640.6179166468129,668.7557174459359,635.0272890464382,32.71308268011228,475.104375,4086.31,4178.0,4178.0,4178.0,1335.3961653602246,3312.95,504.49,938.32,912.67,938.32,1269.97,1269.97,1197.0015413400563,1462.5026165360225,1333.1839286505608,0.9510061755025515,0.30396601244614646,9.226974526710745,2.987611813930802
